Mo-TH-55,,,0.0,746,30,0,0
Mo-TH-16,,,0.0,732,24,0,0
Mo-TH-43,,,0.0,594,25,0,0
Mo-TH-6,,,0.0,680,35,0,0
Mo-TH-63,292.5,260.2,32.3,521,41,0,0
Mo-TW-13,287.1,241.9,45.2,483,32,0,0
